order_id,user_id,eval_set,order_number,order_dow,order_hour_of_day,days_since_prior_order
938,61,prior,4,1,9,30
939,61,test,5,4,10,17
940,62,prior,1,1,0,
941,62,prior,2,4,10,10
942,62,prior,3,6,11,30
943,62,prior,4,0,13,15
944,62,prior,5,4,20,4
945,62,prior,6,4,14,14
946,62,prior,7,1,14,18
947,62,prior,8,4,13,30
948,62,prior,9,4,14,14
949,62,prior,10,1,12,4
950,62,train,11,2,12,29
951,63,prior,1,3,20,
952,63,prior,2,0,9,11
953,63,prior,3,4,14,11
954,63,prior,4,0,11,24
955,63,prior,5,1,10,8
956,63,prior,6,6,14,12
957,63,prior,7,1,14,9
958,63,prior,8,2,19,15
959,63,prior,9,0,10,26
960,63,prior,10,2,14,2
961,63,prior,11,0,7,5
962,63,prior,12,6,13,6
963,63,prior,13,6,14,7
964,63,prior,14,6,8,7
965,63,prior,15,5,12,6
966,63,prior,16,3,15,5
967,63,prior,17,1,11,19
968,63,prior,18,5,12,4
969,63,prior,19,3,16,5
970,63,prior,20,3,14,7
971,63,prior,21,5,9,2
972,63,prior,22,3,14,5
973,63,prior,23,3,12,7
974,63,prior,24,6,13,3
975,63,prior,25,0,5,8
976,63,prior,26,5,17,5
977,63,prior,27,2,11,11
978,63,prior,28,4,8,9
979,63,prior,29,1,18,11
980,63,prior,30,5,12,4
981,63,prior,31,2,17,4
982,63,prior,32,1,13,6
983,63,prior,33,3,12,9
984,63,prior,34,1,12,12
985,63,prior,35,1,12,14
986,63,prior,36,1,12,14
987,63,prior,37,6,9,12
988,63,prior,38,1,14,9
989,63,prior,39,0,11,13
990,63,train,40,6,8,13
991,64,prior,1,2,14,
992,64,prior,2,6,10,11
993,64,prior,3,1,22,2
994,64,prior,4,6,17,12
995,64,prior,5,5,0,6
996,64,prior,6,3,20,19
997,64,prior,7,5,20,9
998,64,prior,8,6,17,15
999,64,prior,9,6,15,7
1000,64,prior,10,1,10,9
1001,64,train,11,0,13,27
1002,65,prior,1,0,9,
1003,65,prior,2,0,9,7
1004,65,prior,3,0,10,14
1005,65,prior,4,1,13,1
1006,65,prior,5,5,14,4
1007,65,prior,6,6,15,15
1008,65,prior,7,0,15,1
1009,65,prior,8,1,12,29
1010,65,prior,9,2,10,8
1011,65,prior,10,1,8,6
1012,65,prior,11,4,9,30
1013,65,prior,12,4,8,7
1014,65,prior,13,4,15,14
1015,65,prior,14,2,9,30
1016,65,train,15,6,17,30
1017,66,prior,1,2,17,
1018,66,prior,2,5,12,30
1019,66,prior,3,3,21,30
1020,66,prior,4,6,12,30
1021,66,prior,5,0,10,30
1022,66,prior,6,1,11,30
1023,66,train,7,3,19,23
1024,67,prior,1,3,11,
1025,67,prior,2,1,15,5
1026,67,prior,3,1,13,7
1027,67,prior,4,2,9,8
1028,67,prior,5,3,14,8
1029,67,prior,6,3,12,7
1030,67,prior,7,2,13,6
1031,67,prior,8,2,11,7
1032,67,prior,9,2,14,7
1033,67,prior,10,1,10,6
1034,67,prior,11,1,11,7
1035,67,prior,12,2,12,8
1036,67,prior,13,1,10,6
1037,67,prior,14,1,9,7
1038,67,prior,15,2,15,15
1039,67,prior,16,4,10,9
1040,67,prior,17,1,19,11
1041,67,prior,18,5,16,4
1042,67,prior,19,0,14,9
1043,67,prior,20,3,13,3
1044,67,prior,21,1,9,5
1045,67,prior,22,1,11,14
1046,67,prior,23,1,14,14
1047,67,prior,24,2,12,1
1048,67,train,25,0,11,5
1049,68,prior,1,5,10,
1050,68,prior,2,5,12,21
1051,68,prior,3,4,19,30
1052,68,prior,4,3,13,30
1053,68,prior,5,1,11,30
1054,68,prior,6,6,14,30
1055,68,test,7,2,15,30
1056,69,prior,1,2,16,
1057,69,prior,2,2,12,14
1058,69,prior,3,2,18,14
1059,69,prior,4,3,22,8
1060,69,prior,5,2,14,13
1061,69,test,6,2,11,7
1062,70,prior,1,6,18,
1063,70,prior,2,3,18,11
1064,70,prior,3,1,19,5
1065,70,prior,4,4,16,17
1066,70,prior,5,0,13,30
1067,70,prior,6,4,16,11
1068,70,prior,7,4,15,30
1069,70,prior,8,6,12,9
1070,70,prior,9,4,19,12
1071,70,prior,10,4,20,14
1072,70,prior,11,3,18,30
1073,70,prior,12,6,20,30
1074,70,prior,13,2,17,30
1075,70,train,14,5,12,30
1076,71,prior,1,3,10,
1077,71,prior,2,3,16,7
1078,71,prior,3,5,12,9
1079,71,prior,4,0,19,2
1080,71,prior,5,4,21,18
1081,71,prior,6,2,14,12
1082,71,prior,7,3,9,8
1083,71,prior,8,3,16,14
1084,71,prior,9,5,14,30
1085,71,prior,10,2,15,11
1086,71,prior,11,5,13,3
1087,71,prior,12,0,13,30
1088,71,prior,13,5,6,26
1089,71,prior,14,0,15,16
1090,71,prior,15,1,9,8
1091,71,prior,16,3,17,16
1092,71,prior,17,1,11,12
1093,71,prior,18,4,14,10
1094,71,prior,19,4,9,14
1095,71,prior,20,6,14,9
1096,71,prior,21,3,15,18
1097,71,prior,22,5,16,23
1098,71,prior,23,2,10,18
1099,71,train,24,5,13,17
1100,72,prior,1,5,15,
1101,72,prior,2,1,14,30
1102,72,prior,3,2,13,8
1103,72,prior,4,6,13,4
1104,72,prior,5,5,13,13
1105,72,prior,6,6,14,15
1106,72,prior,7,6,11,21
1107,72,prior,8,0,14,15
1108,72,prior,9,4,16,11
1109,72,prior,10,5,16,15
1110,72,prior,11,4,16,6
1111,72,prior,12,6,12,30
1112,72,train,13,2,14,30
1113,73,prior,1,2,17,
1114,73,prior,2,3,20,30
1115,73,prior,3,3,19,14
1116,73,prior,4,5,16,16
1117,73,prior,5,3,16,26
1118,73,prior,6,0,13,25
1119,73,prior,7,1,20,22
1120,73,test,8,6,18,30
1121,74,prior,1,5,8,
1122,74,prior,2,5,6,7
1123,74,prior,3,1,8,10
1124,74,prior,4,3,7,23
1125,74,prior,5,1,13,30
1126,74,train,6,4,7,10
1127,75,prior,1,5,13,
1128,75,prior,2,1,14,17
1129,75,prior,3,3,13,9
1130,75,prior,4,4,16,15
1131,75,prior,5,1,14,4
1132,75,prior,6,1,13,7
1133,75,prior,7,0,14,6
1134,75,prior,8,5,15,5
1135,75,prior,9,2,13,11
1136,75,prior,10,5,12,3
1137,75,prior,11,4,11,6
1138,75,prior,12,3,12,6
1139,75,prior,13,1,13,5
1140,75,prior,14,1,12,7
1141,75,prior,15,0,13,6
1142,75,prior,16,6,12,6
1143,75,prior,17,2,13,10
1144,75,prior,18,6,13,11
1145,75,prior,19,6,12,7
1146,75,prior,20,6,11,14
1147,75,prior,21,0,13,22
1148,75,prior,22,2,13,9
1149,75,prior,23,4,14,9
1150,75,test,24,3,11,6
1151,76,prior,1,3,10,
1152,76,prior,2,5,11,30
1153,76,prior,3,2,11,25
1154,76,prior,4,1,7,13
1155,76,prior,5,1,11,0
1156,76,prior,6,3,9,30
1157,76,prior,7,4,8,29
1158,76,prior,8,2,9,19
1159,76,prior,9,4,8,30
1160,76,train,10,4,8,14
1161,77,prior,1,2,11,
1162,77,prior,2,1,13,30
1163,77,prior,3,0,15,27
1164,77,prior,4,2,9,16
1165,77,prior,5,0,9,5
1166,77,prior,6,1,11,15
1167,77,prior,7,6,14,5
1168,77,prior,8,6,18,7
1169,77,prior,9,0,17,8
1170,77,prior,10,0,9,7
1171,77,prior,11,1,11,22
1172,77,prior,12,0,15,6
1173,77,test,13,0,15,28
1174,78,prior,1,1,19,
1175,78,prior,2,6,10,5
1176,78,prior,3,0,8,8
1177,78,prior,4,2,7,9
1178,78,prior,5,0,14,30
1179,78,prior,6,6,10,30
1180,78,train,7,6,11,7
1181,79,prior,1,0,12,
1182,79,prior,2,0,14,7
1183,79,prior,3,1,17,8
1184,79,prior,4,0,16,13
1185,79,prior,5,0,2,21
1186,79,prior,6,1,19,30
1187,79,prior,7,0,15,30
1188,79,train,8,0,6,30
1189,80,prior,1,2,6,
1190,80,prior,2,2,16,21
1191,80,prior,3,0,16,12
1192,80,prior,4,1,10,8
1193,80,prior,5,6,15,5
1194,80,prior,6,0,13,8
1195,80,prior,7,5,12,12
1196,80,prior,8,3,15,12
1197,80,prior,9,2,8,6
1198,80,prior,10,1,15,6
1199,80,prior,11,2,13,8
1200,80,prior,12,1,9,6
1201,80,train,13,2,8,8
1202,81,prior,1,2,15,
1203,81,prior,2,1,12,6
1204,81,prior,3,1,9,14
1205,81,prior,4,3,19,30
1206,81,prior,5,2,20,30
1207,81,prior,6,3,7,29
1208,81,prior,7,4,18,30
1209,81,train,8,5,18,8
1210,82,prior,1,3,15,
1211,82,prior,2,0,11,18
1212,82,prior,3,5,10,5
1213,82,prior,4,0,11,16
1214,82,prior,5,5,16,12
1215,82,prior,6,4,9,13
1216,82,prior,7,1,11,11
1217,82,prior,8,5,10,4
1218,82,prior,9,1,10,30
1219,82,prior,10,2,11,1
1220,82,prior,11,5,16,10
1221,82,prior,12,4,19,6
1222,82,prior,13,0,10,10
1223,82,prior,14,4,10,11
1224,82,prior,15,2,11,12
1225,82,prior,16,1,8,13
1226,82,prior,17,1,12,14
1227,82,prior,18,1,13,7
1228,82,prior,19,2,15,8
1229,82,train,20,1,10,13
1230,83,prior,1,3,15,
1231,83,prior,2,4,14,8
1232,83,prior,3,5,14,30
1233,83,prior,4,4,18,20
1234,83,prior,5,2,17,12
1235,83,prior,6,1,12,20
1236,83,train,7,2,16,30
1237,84,prior,1,4,9,
1238,84,prior,2,1,8,30
1239,84,prior,3,5,13,18
1240,84,prior,4,0,14,30
1241,84,prior,5,3,16,3
1242,84,prior,6,0,12,18
1243,84,prior,7,5,13,30
1244,84,prior,8,0,10,30
1245,84,train,9,0,13,14
1246,85,prior,1,0,19,
1247,85,prior,2,6,16,30
1248,85,prior,3,6,14,7
1249,85,prior,4,1,11,30
1250,85,prior,5,6,18,26
1251,85,prior,6,1,14,9
1252,85,prior,7,4,17,10
1253,85,test,8,0,16,3
1254,86,prior,1,0,9,
1255,86,prior,2,0,16,30
1256,86,prior,3,6,8,13
1257,86,prior,4,1,17,30
1258,86,prior,5,1,15,14
1259,86,prior,6,6,19,12
1260,86,prior,7,1,17,16
1261,86,prior,8,0,14,13
1262,86,prior,9,1,21,15
1263,86,prior,10,6,16,26
1264,86,prior,11,3,12,25
1265,86,prior,12,0,15,4
1266,86,prior,13,2,13,30
1267,86,prior,14,1,12,20
1268,86,prior,15,0,10,27
1269,86,prior,16,2,18,30
1270,86,prior,17,0,10,19
1271,86,train,18,6,12,6
1272,87,prior,1,6,17,
1273,87,prior,2,0,12,30
1274,87,prior,3,2,19,30
1275,87,prior,4,6,8,30
1276,87,prior,5,5,7,13
1277,87,prior,6,6,7,15
1278,87,prior,7,3,8,4
1279,87,prior,8,1,15,5
1280,87,prior,9,2,7,8
1281,87,prior,10,0,17,5
1282,87,prior,11,5,8,19
1283,87,prior,12,2,16,4
1284,87,prior,13,0,16,5
1285,87,prior,14,1,17,8
1286,87,prior,15,6,16,5
1287,87,prior,16,0,15,8
1288,87,prior,17,0,20,7
1289,87,prior,18,1,19,8
1290,87,prior,19,1,8,7
1291,87,prior,20,6,9,5
1292,87,prior,21,0,12,8
1293,87,prior,22,3,8,3
1294,87,prior,23,1,8,5
1295,87,prior,24,4,7,3
1296,87,prior,25,1,11,4
1297,87,prior,26,2,17,22
1298,87,prior,27,2,7,7
1299,87,train,28,3,17,8
1300,88,prior,1,1,15,
1301,88,prior,2,4,15,10
1302,88,prior,3,6,16,30
1303,88,prior,4,1,8,16
1304,88,prior,5,6,13,26
1305,88,prior,6,6,13,0
1306,88,prior,7,1,0,23
1307,88,train,8,3,18,23
1308,89,prior,1,4,8,
1309,89,prior,2,0,17,10
1310,89,prior,3,1,18,15
1311,89,prior,4,1,14,7
1312,89,prior,5,0,12,6
1313,89,prior,6,4,16,18
1314,89,prior,7,1,17,25
1315,89,prior,8,0,13,6
1316,89,prior,9,0,13,7
1317,89,prior,10,0,14,7
1318,89,prior,11,1,15,8
1319,89,prior,12,5,15,4
1320,89,prior,13,1,12,10
1321,89,prior,14,1,14,7
1322,89,prior,15,1,9,7
1323,89,prior,16,0,14,6
1324,89,prior,17,6,10,13
1325,89,prior,18,1,10,9
1326,89,prior,19,0,12,6
1327,89,prior,20,0,14,7
1328,89,train,21,6,18,6
1329,90,prior,1,5,14,
1330,90,prior,2,1,9,3
1331,90,prior,3,3,15,2
1332,90,prior,4,5,13,2
1333,90,prior,5,4,7,6
1334,90,prior,6,5,17,1
1335,90,prior,7,2,15,4
1336,90,prior,8,3,15,1
1337,90,prior,9,5,15,2
1338,90,prior,10,3,9,5
1339,90,prior,11,5,14,2
1340,90,prior,12,2,12,4
1341,90,prior,13,5,15,3
1342,90,prior,14,2,13,4
1343,90,prior,15,5,15,3
1344,90,prior,16,3,12,5
1345,90,prior,17,5,15,2
1346,90,prior,18,2,13,4
1347,90,prior,19,5,9,3
1348,90,prior,20,2,10,4
1349,90,prior,21,5,16,3
1350,90,prior,22,3,9,5
1351,90,prior,23,5,15,2
1352,90,prior,24,2,13,4
1353,90,prior,25,5,14,3
1354,90,prior,26,3,12,5
1355,90,prior,27,2,12,6
1356,90,prior,28,2,13,7
1357,90,prior,29,4,12,2
1358,90,prior,30,5,15,1
1359,90,prior,31,3,13,5
1360,90,prior,32,5,12,2
1361,90,prior,33,2,16,4
1362,90,prior,34,4,10,2
1363,90,prior,35,4,9,7
1364,90,prior,36,4,13,7
1365,90,prior,37,4,11,7
1366,90,prior,38,5,16,1
1367,90,prior,39,2,15,4
1368,90,prior,40,4,16,2
1369,90,prior,41,3,12,6
1370,90,prior,42,5,14,2
1371,90,prior,43,3,11,5
1372,90,prior,44,0,7,4
1373,90,prior,45,3,9,3
1374,90,prior,46,5,12,2
1375,90,prior,47,3,11,5
1376,90,prior,48,5,13,2
1377,90,prior,49,1,12,3
1378,90,prior,50,3,9,2
1379,90,prior,51,5,10,2
1380,90,prior,52,3,13,5
1381,90,prior,53,5,12,2
1382,90,prior,54,1,10,3
1383,90,prior,55,5,15,4
1384,90,prior,56,3,10,5
1385,90,prior,57,5,11,2
1386,90,prior,58,3,10,5
1387,90,prior,59,5,9,2
1388,90,prior,60,3,9,5
1389,90,prior,61,5,12,2
1390,90,prior,62,1,10,3
1391,90,prior,63,5,11,4
1392,90,prior,64,3,11,5
1393,90,prior,65,5,11,2
1394,90,prior,66,3,9,5
1395,90,prior,67,4,13,1
1396,90,prior,68,1,13,4
1397,90,prior,69,5,11,4
1398,90,prior,70,2,13,4
1399,90,prior,71,3,9,1
1400,90,train,72,5,9,2
1401,91,prior,1,3,14,
1402,91,prior,2,6,9,3
1403,91,prior,3,3,20,4
1404,91,prior,4,2,8,13
1405,91,prior,5,4,20,9
1406,91,prior,6,1,15,4
1407,91,prior,7,4,12,10
1408,91,prior,8,2,14,5
1409,91,prior,9,2,14,7
1410,91,prior,10,6,13,11
1411,91,prior,11,4,11,30
1412,91,prior,12,4,14,30
1413,91,prior,13,1,11,4
1414,91,prior,14,6,12,5
1415,91,prior,15,4,10,5
1416,91,train,16,1,10,11
1417,92,prior,1,6,12,
1418,92,prior,2,2,11,17
1419,92,prior,3,1,15,30
1420,92,prior,4,2,13,22
1421,92,prior,5,2,8,21
1422,92,test,6,5,9,30
1423,93,prior,1,3,8,
1424,93,prior,2,2,9,30
1425,93,prior,3,5,15,30
1426,93,prior,4,6,9,1
1427,93,prior,5,5,9,6
1428,93,prior,6,5,9,0
1429,93,prior,7,6,13,1
1430,93,prior,8,0,11,1
1431,93,prior,9,6,10,20
1432,93,prior,10,0,12,8
1433,93,prior,11,6,14,27
1434,93,prior,12,6,8,14
1435,93,prior,13,4,12,5
1436,93,prior,14,3,19,30
1437,93,train,15,1,10,5
1438,94,prior,1,6,16,
1439,94,prior,2,5,19,13
1440,94,prior,3,3,15,30
1441,94,prior,4,5,18,9
1442,94,prior,5,0,17,30
1443,94,prior,6,6,19,6
1444,94,prior,7,6,16,14
1445,94,prior,8,6,18,0
1446,94,prior,9,0,16,15
1447,94,test,10,6,14,30
1448,95,prior,1,1,12,
1449,95,prior,2,3,11,9
1450,95,prior,3,5,13,30
1451,95,prior,4,3,14,19
1452,95,prior,5,1,15,30
1453,95,prior,6,5,14,25
1454,95,prior,7,1,14,24
1455,95,prior,8,5,11,11
1456,95,train,9,5,12,21
1457,96,prior,1,4,12,
1458,96,prior,2,5,10,8
1459,96,prior,3,4,16,6
1460,96,prior,4,1,10,11
1461,96,prior,5,3,11,9
1462,96,prior,6,1,15,12
1463,96,prior,7,6,22,19
1464,96,prior,8,4,22,5
1465,96,prior,9,4,16,7
1466,96,prior,10,6,13,9
1467,96,prior,11,0,1,8
1468,96,prior,12,0,11,14
1469,96,prior,13,5,12,12
1470,96,prior,14,2,15,30
1471,96,prior,15,1,9,13
1472,96,prior,16,3,9,9
1473,96,train,17,1,11,30
1474,97,prior,1,4,15,
1475,97,prior,2,1,12,30
1476,97,prior,3,6,10,30
1477,97,prior,4,0,13,22
1478,97,prior,5,0,21,14
1479,97,train,6,6,19,6
1480,98,prior,1,0,14,
1481,98,prior,2,3,21,24
1482,98,prior,3,0,9,25
1483,98,prior,4,4,7,11
1484,98,prior,5,4,16,21
1485,98,prior,6,0,18,30
1486,98,prior,7,5,14,5
1487,98,prior,8,3,13,5
1488,98,prior,9,3,9,30
1489,98,prior,10,3,17,30
1490,98,prior,11,4,13,15
1491,98,prior,12,6,13,30
1492,98,prior,13,4,11,30
1493,98,prior,14,5,8,8
1494,98,test,15,6,15,30
1495,99,prior,1,4,15,
1496,99,prior,2,4,13,14
1497,99,prior,3,0,17,24
1498,99,prior,4,2,13,23
1499,99,prior,5,1,11,13
1500,99,prior,6,3,13,23
1501,99,prior,7,2,12,13
1502,99,prior,8,3,15,29
1503,99,prior,9,2,20,30
1504,99,prior,10,0,16,12
1505,99,prior,11,5,10,26
1506,99,prior,12,3,15,12
1507,99,prior,13,4,16,15
1508,99,prior,14,4,16,21
1509,99,prior,15,5,10,8
1510,99,prior,16,5,18,7
1511,99,prior,17,0,19,23
1512,99,prior,18,1,8,8
1513,99,train,19,2,11,22
1514,100,prior,1,3,18,
1515,100,prior,2,0,15,18
1516,100,prior,3,5,17,30
1517,100,prior,4,3,20,30
1518,100,prior,5,1,18,26
1519,100,test,6,5,19,30
